create_rate,modified_rate,rename_rate,delete_rate,operations_rate,directories_affected,activity_burst,label
2.226,3.902,3.299,0.515,10.193,5,13.0,1
5.838,20.144,32.601,2.406,61.33,8,41.0,1
7.345,23.845,28.346,1.893,61.483,7,32.0,1
7.949,12.018,34.514,0.893,55.391,8,31.0,1
1.261,3.508,0.119,0.544,5.422,1,7.0,0
0.206,0.574,0.018,0.0,0.773,0,0.0,0
3.745,3.057,0.28,0.349,7.437,3,5.0,0
2.171,12.473,5.805,3.264,23.684,10,18.0,1
2.34,7.631,3.415,0.724,13.987,3,14.0,1
2.281,1.852,0.278,0.386,4.859,2,7.0,0
1.504,5.668,5.882,0.283,13.29,5,8.0,1
0.342,0.049,0.0,0.0,0.383,1,0.0,0
9.606,10.92,9.749,0.914,31.402,7,30.0,1
4.881,10.987,21.774,0.971,38.447,9,29.0,1
0.189,0.789,0.0,0.0,1.01,2,2.0,0
5.949,21.217,14.96,3.231,45.31,10,19.0,1
0.262,0.638,0.0,0.278,1.192,2,1.0,0
3.656,17.742,20.343,1.015,43.238,12,43.0,1
0.103,0.08,0.0,0.0,0.272,0,0.0,0
3.145,22.96,6.072,3.93,36.215,5,21.0,1
2.49,6.35,3.033,0.952,12.553,6,13.0,1
2.723,8.469,11.002,2.23,24.561,6,39.0,1
1.204,16.699,31.173,1.784,50.994,6,21.0,1
2.186,17.431,18.381,2.505,40.748,11,33.0,1
0.241,0.014,0.0,0.0,0.211,1,2.0,0
7.978,32.594,28.348,1.108,70.268,6,31.0,1
7.501,18.853,20.917,2.569,49.759,6,36.0,1
0.057,0.386,0.0,0.0,0.471,2,3.0,0
1.016,5.664,33.491,0.704,40.997,7,47.0,1
2.973,2.274,0.051,1.223,6.561,3,3.0,0
3.052,20.935,24.638,0.7,49.853,4,30.0,1
0.04,0.005,0.0,0.0,0.082,1,1.0,0
0.053,1.024,0.0,0.0,1.067,1,1.0,0
8.931,16.989,15.513,0.548,41.997,3,54.0,1
7.277,19.226,31.973,0.879,59.511,8,40.0,1
0.116,0.179,0.0,0.0,0.283,0,1.0,0
0.038,0.319,0.0,0.0,0.306,0,0.0,0
2.386,7.865,7.803,0.314,18.512,3,9.0,1
2.17,1.866,0.0,0.703,4.733,2,2.0,0
0.153,0.008,0.0,0.0,0.152,0,1.0,0
0.228,0.324,0.0,0.0,0.533,1,0.0,0
9.546,26.786,14.566,0.862,51.642,7,20.0,1
0.278,0.09,0.0,0.0,0.38,1,0.0,0
2.573,19.922,5.129,1.287,28.627,10,13.0,1
2.751,20.789,19.842,1.484,45.211,8,34.0,1
5.325,14.171,16.266,0.142,35.715,7,28.0,1
0.149,0.048,0.0,0.0,0.308,1,0.0,0
0.044,1.091,0.0,0.224,1.485,2,2.0,0
1.117,2.014,0.451,0.155,3.719,2,4.0,0
0.031,0.001,0.0,0.0,0.0,1,0.0,0
1.698,2.465,0.695,0.411,5.33,1,3.0,0
6.643,23.266,21.002,1.785,52.133,4,24.0,1
4.878,11.685,15.929,1.512,34.306,3,26.0,1
4.426,8.456,27.537,1.816,42.147,8,48.0,1
2.683,25.543,22.237,0.194,50.63,4,40.0,1
7.229,13.953,12.22,1.051,34.424,6,22.0,1
2.002,1.487,0.0,0.267,3.796,1,4.0,0
0.366,0.748,0.0,0.0,1.159,2,1.0,0
0.146,1.169,0.0,0.197,1.578,1,3.0,0
6.023,20.957,14.301,1.838,43.303,4,46.0,1
1.693,7.874,6.574,0.361,16.738,6,8.0,1
3.343,4.461,33.835,1.913,43.306,2,24.0,1
2.575,30.761,31.932,0.648,65.576,3,32.0,1
0.718,0.557,0.0,0.678,1.988,2,3.0,0
2.93,12.205,20.481,1.05,36.544,5,37.0,1
1.108,11.174,38.183,0.149,50.716,4,44.0,1
6.613,16.602,12.72,1.367,37.186,10,13.0,1
4.854,10.917,9.061,0.49,25.392,3,36.0,1
1.383,0.97,0.0,0.799,3.162,2,5.0,0
0.278,0.574,0.0,0.0,0.866,1,3.0,0
0.008,0.04,0.0,0.0,0.07,1,0.0,0
6.125,33.09,8.784,0.86,49.255,4,17.0,1
1.018,17.337,13.055,0.246,31.577,5,42.0,1
0.277,1.035,0.0,0.0,1.322,2,1.0,0
2.616,5.227,4.446,0.866,13.056,6,10.0,1
5.103,16.213,21.292,0.227,42.657,8,38.0,1
3.275,1.782,0.688,0.228,5.982,1,3.0,0
0.019,0.248,0.0,0.0,0.28,1,1.0,0
5.649,16.551,11.467,1.557,35.261,5,16.0,1
8.84,9.238,15.603,2.085,35.937,3,41.0,1
2.198,20.929,17.325,0.204,40.679,8,27.0,1
7.173,18.172,15.539,0.729,41.363,6,53.0,1
0.087,0.046,0.0,0.0,0.061,0,0.0,0
6.53,21.324,17.389,0.741,46.095,8,23.0,1
0.046,0.005,0.0,0.0,0.003,1,0.0,0
6.739,8.859,31.517,1.828,48.948,4,19.0,1
1.575,5.539,5.817,0.078,12.92,5,15.0,1
7.056,9.42,13.734,3.482,33.542,9,39.0,1
2.212,0.986,0.0,0.269,3.41,1,4.0,0
1.641,1.263,0.101,0.222,3.3,1,5.0,0
0.121,0.051,0.088,0.0,0.384,0,0.0,0
0.233,0.493,0.0,0.0,0.71,1,3.0,0
0.028,0.897,0.283,0.0,1.266,1,2.0,0
6.177,16.7,10.89,1.441,35.504,10,24.0,1
0.069,0.026,0.045,0.086,0.158,0,0.0,0
2.265,1.356,0.0,0.638,4.194,2,3.0,0
8.818,15.038,34.456,0.894,59.27,6,17.0,1
3.581,9.291,8.696,1.795,23.498,10,23.0,1
0.047,0.51,0.0,0.0,0.607,2,2.0,0
2.789,22.878,10.265,1.255,37.022,6,43.0,1
3.187,24.587,21.371,2.681,51.972,8,58.0,1
4.348,22.003,34.329,2.132,62.698,6,41.0,1
9.767,12.671,16.9,1.257,40.839,4,58.0,1
5.97,14.346,26.518,0.896,47.881,6,33.0,1
0.293,0.44,0.0,0.0,0.773,2,1.0,0
0.03,0.011,0.0,0.0,0.0,0,0.0,0
0.03,0.082,0.0,0.0,0.07,0,0.0,0
0.24,1.095,0.0,0.0,1.37,2,3.0,0
5.241,29.812,18.935,1.665,55.476,6,28.0,1
0.061,0.244,0.0,0.0,0.267,1,0.0,0
0.254,0.708,0.0,0.0,0.998,2,3.0,0
0.407,0.409,0.0,0.0,0.837,1,1.0,0
8.092,34.459,23.096,1.032,66.591,8,58.0,1
3.873,17.292,19.691,0.632,41.417,5,35.0,1
1.892,0.697,0.0,0.322,2.842,2,4.0,0
0.766,1.939,0.0,0.384,3.066,2,2.0,0
3.377,28.217,17.874,2.644,52.223,6,31.0,1
2.978,14.427,33.541,0.728,52.005,5,39.0,1
3.086,7.681,5.235,0.139,15.99,6,13.0,1
2.956,3.55,0.09,0.955,7.587,1,7.0,0
1.066,8.858,6.902,0.625,17.267,3,14.0,1
0.281,0.923,0.0,0.0,1.195,2,3.0,0
3.49,18.63,6.238,0.731,29.071,4,36.0,1
9.277,26.895,21.641,2.863,60.988,5,51.0,1
0.023,0.986,0.141,0.146,1.361,2,3.0,0
1.44,0.576,0.0,0.73,2.799,2,5.0,0
2.796,4.661,7.093,0.238,14.89,6,17.0,1
7.8,13.007,11.07,3.193,35.16,9,16.0,1
1.465,0.629,0.0,0.423,2.511,1,4.0,0
0.077,0.221,0.0,0.0,0.28,0,0.0,0
3.687,10.525,18.749,1.536,34.412,7,51.0,1
3.247,28.273,25.681,0.758,57.525,5,47.0,1
0.385,0.579,0.0,0.0,1.034,1,1.0,0
0.052,0.021,0.0,0.0,0.122,0,0.0,0
0.145,0.037,0.0,0.0,0.177,0,0.0,0
0.045,0.936,0.0,0.044,1.028,1,1.0,0
0.039,0.196,0.0,0.068,0.341,0,0.0,0
0.305,0.961,0.0,0.0,1.261,2,2.0,0
2.946,2.192,0.142,0.413,5.725,2,6.0,0
2.792,4.126,4.685,0.182,11.651,4,11.0,1
0.164,1.168,0.0,0.0,1.424,1,2.0,0
0.805,1.697,0.0,0.422,2.954,1,5.0,0
0.058,0.465,0.0,0.0,0.647,0,0.0,0
1.19,6.268,7.831,0.971,16.256,4,16.0,1
1.476,6.481,8.059,0.475,16.415,4,13.0,1
0.395,0.581,0.0,0.0,0.927,2,2.0,0
3.28,5.701,7.713,0.338,17.067,4,7.0,1
2.296,7.241,11.53,0.214,21.15,5,38.0,1
0.897,1.968,0.0,0.555,3.459,2,3.0,0
3.703,4.051,0.009,1.389,9.204,2,7.0,0
0.006,0.077,0.0,0.0,0.084,1,0.0,0
1.781,13.847,36.874,1.132,53.474,7,22.0,1
0.064,0.032,0.0,0.0,0.043,1,0.0,0
4.302,2.224,0.219,1.289,7.967,2,6.0,0
1.496,16.957,20.12,1.051,39.644,7,22.0,1
0.006,0.282,0.0,0.0,0.312,0,0.0,0
2.795,2.765,0.72,0.111,6.441,3,6.0,0
0.112,0.081,0.0,0.0,0.159,1,0.0,0
1.595,2.577,0.471,0.048,4.643,2,6.0,0
0.017,0.257,0.0,0.0,0.241,1,2.0,0
2.802,23.798,11.977,2.287,40.558,5,38.0,1
5.04,33.087,19.856,2.031,60.06,3,24.0,1
2.632,21.252,16.209,2.188,42.02,4,26.0,1
2.085,12.988,22.837,0.067,38.077,3,46.0,1
4.862,7.058,5.737,3.068,20.661,12,35.0,1
4.815,31.14,20.117,2.728,58.684,8,51.0,1
1.656,1.159,0.0,0.381,3.143,2,3.0,0
0.184,0.002,0.0,0.0,0.283,1,0.0,0
0.698,0.529,0.004,0.444,1.701,1,5.0,0
8.515,29.961,33.003,1.127,72.415,6,57.0,1
6.807,25.02,20.339,2.939,55.072,8,28.0,1
0.145,0.226,0.0,0.0,0.389,2,2.0,0
3.552,2.989,0.319,0.728,7.703,1,3.0,0
1.066,2.191,0.389,0.612,4.251,3,4.0,0
5.736,22.753,15.321,0.836,44.323,8,16.0,1
0.102,0.124,0.0,0.0,0.231,0,0.0,0
6.442,21.118,32.62,2.647,62.776,3,21.0,1
4.836,23.228,19.329,2.801,50.19,6,29.0,1
3.25,10.893,34.445,2.571,50.989,4,35.0,1
2.303,4.4,7.217,0.993,14.904,5,8.0,1
0.295,0.605,0.328,0.0,1.256,1,2.0,0
0.371,1.069,0.0,0.101,1.565,1,3.0,0
4.144,4.057,0.446,0.291,8.902,2,6.0,0
7.415,21.227,15.133,3.285,47.258,4,44.0,1
3.083,13.194,18.364,0.754,35.553,11,23.0,1
0.219,0.772,0.0,0.0,1.014,2,3.0,0
2.82,3.555,6.447,0.601,13.316,4,15.0,1
2.33,10.092,14.32,0.488,27.604,5,17.0,1
3.416,1.553,0.748,0.324,6.005,1,6.0,0
0.665,1.555,0.0,0.197,2.37,2,4.0,0
2.208,4.345,29.869,1.31,37.794,5,43.0,1
0.341,0.594,0.169,0.0,1.099,2,3.0,0
2.556,6.887,7.071,0.669,17.288,3,9.0,1
3.853,32.797,31.959,0.349,68.722,3,39.0,1
8.491,15.371,19.296,2.501,45.609,5,55.0,1
1.719,5.311,3.472,0.054,10.382,3,15.0,1
2.186,9.453,24.602,0.593,36.848,6,51.0,1
0.994,8.276,3.833,0.566,13.587,4,8.0,1
0.896,7.398,3.306,0.942,12.183,5,10.0,1
0.35,0.48,0.0,0.0,0.835,1,2.0,0
2.448,6.611,3.155,0.599,12.537,4,17.0,1
4.346,8.35,6.652,3.843,23.126,12,17.0,1
2.205,1.794,0.0,0.427,4.373,2,2.0,0
4.268,16.638,14.62,1.008,36.473,7,39.0,1
5.68,9.355,10.666,3.815,29.685,12,16.0,1
5.475,6.836,16.718,2.532,31.516,5,30.0,1
6.439,9.79,21.204,2.663,39.998,7,24.0,1
5.284,23.891,15.519,0.854,45.496,5,28.0,1
3.564,13.513,19.771,1.5,38.267,5,33.0,1
0.023,0.063,0.0,0.0,0.064,1,0.0,0
0.155,0.085,0.0,0.0,0.18,1,1.0,0
0.143,0.75,0.264,0.0,1.243,1,1.0,0
0.041,0.024,0.0,0.0,0.077,0,0.0,0
8.19,9.074,12.578,0.847,30.756,8,44.0,1
6.064,12.088,13.107,3.351,34.597,8,26.0,1
0.009,0.052,0.0,0.0,0.085,0,1.0,0
0.06,0.505,0.0,0.0,0.583,1,3.0,0
5.573,24.254,27.897,2.434,59.99,3,54.0,1
0.861,7.088,6.407,0.706,14.579,5,12.0,1
4.244,16.873,12.215,3.634,37.139,11,22.0,1
0.163,0.086,0.0,0.0,0.22,1,1.0,0
1.752,4.505,0.425,0.74,7.537,1,5.0,0
6.866,13.695,8.541,1.168,30.35,7,47.0,1
1.27,0.906,0.0,0.413,2.554,2,5.0,0
1.985,1.814,0.15,0.136,4.044,1,5.0,0
5.676,11.394,12.256,0.538,30.028,7,34.0,1
1.162,2.214,0.207,0.466,4.017,1,3.0,0
0.063,0.425,0.0,0.0,0.484,0,0.0,0
2.058,1.792,0.741,0.191,4.825,3,2.0,0
0.052,0.415,0.0,0.0,0.399,1,1.0,0
0.009,0.135,0.0,0.0,0.258,0,0.0,0
7.819,16.086,9.116,3.677,37.057,11,41.0,1
2.21,3.305,0.364,1.326,7.373,2,3.0,0
3.679,6.007,30.929,1.989,42.278,5,42.0,1
7.191,26.21,17.767,2.202,53.612,6,49.0,1
0.002,0.268,0.0,0.0,0.196,1,1.0,0
4.255,25.998,22.154,1.072,53.587,8,30.0,1
6.667,30.436,24.743,1.156,63.028,3,53.0,1
6.045,7.158,8.509,2.055,23.762,9,35.0,1
9.765,32.305,34.854,0.115,77.042,5,23.0,1
4.989,31.249,18.0,1.752,56.022,5,19.0,1
3.857,29.86,26.694,2.669,63.094,4,25.0,1
1.44,0.669,0.0,0.609,2.744,2,2.0,0
4.789,21.157,16.819,0.817,43.396,5,36.0,1
0.225,0.459,0.0,0.0,0.694,2,3.0,0
3.837,8.505,26.642,0.785,39.678,3,20.0,1
6.501,26.294,19.428,2.688,54.687,3,20.0,1
4.441,6.198,15.706,1.506,27.659,6,19.0,1
7.556,29.402,11.892,1.259,49.844,7,51.0,1
4.328,20.734,5.896,3.265,34.595,7,24.0,1
0.009,0.617,0.0,0.0,0.574,2,3.0,0
9.647,21.986,19.267,2.866,53.481,7,59.0,1
5.236,31.575,17.712,1.299,55.846,6,39.0,1
2.806,4.687,35.312,1.748,44.579,3,38.0,1
4.982,9.17,24.95,1.053,40.129,7,20.0,1
2.042,4.03,0.334,1.247,7.687,3,3.0,0
7.8,9.495,7.603,0.875,26.029,10,42.0,1
2.571,4.097,7.011,0.649,14.372,5,11.0,1
6.868,26.532,20.173,1.894,55.688,6,46.0,1
2.982,8.144,5.835,0.236,16.94,3,7.0,1
0.386,0.873,0.0,0.081,1.351,1,3.0,0
0.384,1.051,0.0,0.0,1.509,1,3.0,0
4.386,2.685,0.182,1.242,8.453,1,3.0,0
1.95,4.603,0.089,0.953,7.635,1,5.0,0
9.164,24.642,29.094,2.947,65.751,7,23.0,1
0.212,1.041,0.0,0.0,1.203,2,2.0,0
5.515,27.273,28.976,1.56,63.224,8,45.0,1
6.218,10.383,17.44,1.712,35.634,11,31.0,1
3.929,23.317,29.614,0.431,57.483,8,20.0,1
5.111,9.342,25.928,2.112,42.067,7,34.0,1
1.927,5.82,5.036,0.026,12.901,6,7.0,1
5.545,6.611,13.871,3.326,29.433,6,28.0,1
3.414,7.405,5.314,0.941,17.425,5,12.0,1
0.212,0.066,0.0,0.0,0.248,0,0.0,0
7.101,12.34,12.106,0.559,32.235,8,25.0,1
0.11,0.641,0.0,0.282,1.027,2,1.0,0
1.243,2.492,0.171,0.249,4.173,3,4.0,0
0.28,0.011,0.0,0.0,0.306,0,0.0,0
0.068,0.741,0.0,0.0,0.848,2,3.0,0
0.006,0.134,0.0,0.0,0.175,1,0.0,0
3.015,13.819,20.089,3.612,40.767,7,39.0,1
4.399,14.52,22.743,0.819,42.458,7,25.0,1
2.253,12.52,14.717,3.227,32.725,10,42.0,1
0.278,0.573,0.0,0.062,0.992,2,2.0,0
7.461,23.012,20.143,2.96,53.417,10,16.0,1
0.012,0.073,0.0,0.0,0.128,1,0.0,0
2.069,15.343,20.011,1.44,38.835,5,36.0,1
4.553,19.03,27.453,0.034,51.083,4,48.0,1
3.094,8.681,8.411,0.37,20.176,4,17.0,1
0.01,0.081,0.0,0.0,0.041,1,1.0,0
0.356,1.068,0.0,0.0,1.417,1,2.0,0
1.472,6.693,6.393,0.209,14.636,4,7.0,1
0.043,0.265,0.0,0.0,0.363,0,1.0,0
3.488,23.996,10.686,1.915,40.299,8,30.0,1
2.372,6.433,20.942,1.496,31.207,10,38.0,1
3.446,7.654,4.82,0.589,16.544,4,17.0,1
2.622,14.053,14.523,0.344,31.131,2,17.0,1
0.299,0.951,0.0,0.0,1.222,2,1.0,0
2.97,3.958,3.312,0.044,10.252,4,15.0,1
1.935,0.751,0.0,0.635,3.39,1,3.0,0
5.506,30.006,33.199,1.137,69.811,5,26.0,1
0.003,0.007,0.0,0.0,0.015,0,0.0,0
1.917,10.498,21.435,1.524,35.633,3,34.0,1
0.214,0.395,0.0,0.0,0.604,1,1.0,0
3.456,1.484,0.772,0.471,6.233,2,2.0,0
7.383,26.737,13.496,1.825,49.57,4,20.0,1
3.463,4.316,0.086,0.764,8.636,1,7.0,0
0.28,1.136,0.0,0.0,1.297,2,3.0,0
5.262,15.323,14.206,0.432,35.41,6,26.0,1
0.187,0.609,0.0,0.0,0.776,1,2.0,0
3.246,7.05,20.037,1.719,32.054,11,30.0,1
0.33,0.48,0.296,0.0,1.051,2,2.0,0
1.287,5.624,6.257,0.319,13.308,3,13.0,1
5.971,12.48,20.866,0.874,40.117,4,54.0,1
0.247,0.69,0.0,0.0,1.02,1,2.0,0
3.149,1.762,0.07,0.974,5.949,3,6.0,0
2.706,14.311,27.169,0.593,44.701,5,22.0,1
7.911,34.813,14.193,0.582,57.272,7,37.0,1
2.486,10.181,8.163,3.655,24.609,12,19.0,1
0.167,0.068,0.0,0.0,0.175,1,1.0,0
2.576,19.454,13.87,3.752,39.777,8,36.0,1
7.455,20.282,21.773,1.776,50.841,11,30.0,1
0.283,0.23,0.0,0.0,0.49,2,3.0,0
4.946,14.795,32.988,2.518,55.367,7,40.0,1
3.694,2.008,0.049,1.106,6.851,3,4.0,0
7.537,16.075,20.002,2.334,45.496,5,30.0,1
6.346,19.652,14.874,3.993,45.062,9,33.0,1
6.361,23.143,17.497,0.848,47.498,4,42.0,1
0.176,0.16,0.0,0.0,0.32,0,0.0,0
5.707,11.805,13.098,2.65,33.288,4,17.0,1
0.161,0.057,0.0,0.0,0.23,0,0.0,0
4.563,19.214,19.812,3.721,47.421,10,27.0,1
7.197,34.334,25.121,0.495,67.181,3,57.0,1
0.601,1.824,0.0,0.463,3.016,2,4.0,0
0.196,0.528,0.0,0.0,0.832,2,3.0,0
1.342,5.648,36.634,1.059,44.838,2,38.0,1
5.829,20.953,24.046,2.04,52.857,8,22.0,1
1.591,8.672,31.245,0.02,41.325,7,29.0,1
6.558,18.132,18.13,1.903,44.748,7,32.0,1
0.254,1.011,0.0,0.0,1.297,2,3.0,0
1.283,0.528,0.0,0.733,2.493,1,5.0,0
0.153,0.184,0.0,0.0,0.283,0,1.0,0
0.03,0.057,0.0,0.0,0.213,1,0.0,0
0.455,0.204,0.0,0.0,0.694,0,0.0,0
2.591,8.6,16.11,0.84,28.291,7,19.0,1
2.66,5.409,5.072,0.214,13.424,4,10.0,1
8.781,29.435,27.942,2.941,69.249,5,44.0,1
3.233,2.625,0.253,0.558,6.649,3,3.0,0
1.023,5.587,7.603,0.656,15.126,3,16.0,1
3.149,18.7,13.326,1.345,36.573,4,18.0,1
2.652,8.368,7.296,0.335,18.592,4,16.0,1
4.078,13.396,31.268,1.403,50.135,4,37.0,1
2.784,2.848,0.101,0.437,6.102,2,3.0,0
5.0,14.815,15.208,3.698,38.875,9,34.0,1
7.816,17.847,17.749,3.297,46.533,5,22.0,1
0.001,0.699,0.0,0.0,0.834,1,3.0,0
1.586,1.744,0.0,0.429,3.719,1,5.0,0
0.058,0.011,0.0,0.0,0.118,0,0.0,0
3.653,17.068,7.157,3.528,31.339,12,24.0,1
5.058,21.064,22.957,1.104,49.975,7,42.0,1
4.863,16.974,19.175,3.952,45.205,11,38.0,1
4.314,1.633,0.436,1.257,7.548,2,3.0,0
0.105,0.679,0.0,0.0,0.869,1,2.0,0
2.181,3.549,0.056,0.467,6.224,2,5.0,0
2.848,12.056,7.653,0.436,22.795,9,31.0,1
7.078,24.323,21.942,1.254,54.459,7,16.0,1
9.931,10.888,33.309,1.758,56.137,3,40.0,1
1.239,4.562,4.31,0.652,10.691,5,12.0,1
4.188,17.841,26.087,0.032,47.748,4,22.0,1
4.183,13.212,15.446,0.642,33.781,5,47.0,1
5.043,12.036,17.812,2.302,37.11,6,52.0,1
5.691,12.258,5.752,0.752,24.356,7,28.0,1
7.01,26.619,9.649,2.103,45.467,6,52.0,1
0.325,1.154,0.0,0.0,1.356,1,1.0,0
3.393,9.901,31.956,0.976,45.911,6,37.0,1
0.269,0.95,0.0,0.0,1.173,2,2.0,0
0.008,0.503,0.0,0.0,0.513,1,0.0,0
0.264,0.814,0.0,0.0,1.117,1,2.0,0
4.048,11.837,16.68,1.471,34.424,8,50.0,1
2.701,2.613,0.748,0.165,6.219,2,4.0,0
0.835,1.089,0.0,0.457,2.4,1,5.0,0
7.007,20.509,24.974,0.629,53.315,5,53.0,1
0.288,0.6,0.0,0.0,0.952,1,2.0,0
2.859,24.175,24.684,0.178,52.076,3,27.0,1
2.287,1.207,0.0,0.229,3.663,2,3.0,0
2.874,18.245,32.955,2.325,56.477,3,22.0,1
1.048,4.187,0.084,1.358,6.691,1,3.0,0
3.468,1.954,0.362,0.435,6.243,1,3.0,0
2.352,22.097,13.414,1.513,39.377,7,18.0,1
0.018,0.426,0.0,0.0,0.482,1,0.0,0
3.728,4.66,0.231,0.585,9.261,3,5.0,0
1.818,0.894,0.0,0.498,3.184,2,5.0,0
2.583,5.923,15.944,0.306,24.658,7,22.0,1
6.641,17.049,31.311,0.77,55.84,5,18.0,1
6.143,13.38,25.08,1.462,46.193,4,42.0,1
0.31,0.326,0.0,0.0,0.624,1,1.0,0
2.242,13.218,33.022,2.322,51.067,3,28.0,1
1.174,1.084,0.157,0.476,2.953,3,2.0,0
7.368,12.502,22.533,2.266,44.895,4,30.0,1
2.304,3.612,0.231,0.737,6.844,1,3.0,0
4.45,22.793,19.445,3.21,50.143,6,37.0,1
0.516,1.257,0.0,0.588,2.337,2,2.0,0
4.072,18.296,34.953,1.176,58.483,7,15.0,1
0.286,0.736,0.0,0.0,1.126,1,3.0,0
4.261,16.745,29.653,0.855,52.089,4,34.0,1
0.003,0.078,0.0,0.0,0.091,0,0.0,0
6.413,33.321,34.795,1.457,76.104,7,20.0,1
0.118,0.024,0.0,0.0,0.065,0,0.0,0
0.4,0.031,0.0,0.0,0.517,0,0.0,0
3.049,1.191,0.7,0.324,5.232,2,6.0,0
0.237,0.368,0.0,0.0,0.662,1,0.0,0
2.115,2.218,0.442,1.238,6.09,3,3.0,0
1.908,1.219,0.0,0.3,3.396,1,4.0,0
2.403,4.921,0.425,1.154,8.904,1,7.0,0
3.981,3.574,0.06,1.219,8.823,1,6.0,0
0.06,0.167,0.0,0.0,0.248,0,0.0,0
0.112,0.076,0.0,0.0,0.27,1,0.0,0
3.346,21.117,19.182,2.984,46.941,4,50.0,1
2.654,13.482,13.449,0.901,30.294,6,47.0,1
0.009,0.062,0.0,0.112,0.223,1,0.0,0
7.721,6.027,21.838,1.341,36.735,11,37.0,1
7.072,15.484,14.179,2.023,38.922,4,32.0,1
9.586,8.87,30.751,2.446,52.199,8,46.0,1
6.739,18.936,6.961,0.236,32.997,4,22.0,1
4.671,20.414,11.969,1.942,38.997,9,33.0,1
2.953,2.21,0.55,0.157,5.891,2,2.0,0
5.912,28.744,16.703,1.98,53.069,4,42.0,1
0.064,0.064,0.0,0.0,0.183,0,0.0,0
2.425,7.747,7.426,0.367,18.492,3,15.0,1
3.452,1.96,0.075,0.576,6.032,2,3.0,0
2.851,2.168,0.332,0.188,5.527,2,6.0,0
1.804,4.885,3.01,0.593,10.299,3,9.0,1
2.184,4.758,38.849,0.089,45.744,2,41.0,1
0.103,0.218,0.0,0.0,0.386,1,0.0,0
9.951,30.562,18.813,2.178,61.511,8,55.0,1
0.025,0.17,0.0,0.0,0.161,1,0.0,0
2.463,6.026,6.933,0.785,16.094,3,12.0,1
5.135,25.489,12.059,1.34,44.128,8,15.0,1
2.164,1.075,0.0,0.567,3.735,2,4.0,0
7.8,15.979,14.329,2.562,40.644,8,55.0,1
3.411,5.695,4.778,0.371,14.305,3,16.0,1
0.849,1.828,0.0,0.639,3.3,2,2.0,0
4.407,4.298,0.463,0.431,9.619,2,5.0,0
4.362,17.641,18.798,2.764,43.524,12,31.0,1
0.395,0.563,0.0,0.0,0.952,2,2.0,0
1.701,5.109,7.605,0.402,14.608,6,12.0,1
3.673,4.449,0.156,1.168,9.43,1,3.0,0
3.031,7.517,7.734,0.23,18.127,6,10.0,1
7.081,23.489,9.087,2.549,42.034,5,44.0,1
2.212,2.611,0.023,0.49,5.332,3,4.0,0
2.012,1.657,0.137,0.623,4.435,2,2.0,0
0.066,0.117,0.0,0.0,0.131,1,0.0,0
5.563,6.272,17.223,3.047,32.13,9,26.0,1
4.178,8.775,8.281,0.719,22.272,6,30.0,1
0.003,0.179,0.0,0.0,0.258,1,0.0,0
1.368,2.652,0.42,0.073,4.491,1,5.0,0
7.411,27.704,33.524,1.944,70.481,3,17.0,1
0.039,0.06,0.0,0.0,0.237,1,0.0,0
8.629,19.944,24.496,1.017,54.028,5,31.0,1
0.038,0.027,0.0,0.0,0.004,1,2.0,0
1.269,1.09,0.0,0.631,2.988,1,4.0,0
0.319,0.152,0.0,0.0,0.436,0,0.0,0
7.509,11.839,20.523,1.05,40.988,11,17.0,1
3.664,4.28,10.298,0.807,19.013,6,45.0,1
0.021,0.147,0.0,0.0,0.155,1,1.0,0
4.04,10.041,39.507,1.725,55.648,4,29.0,1
7.823,27.385,33.07,0.284,68.668,5,34.0,1
2.31,14.333,7.533,0.567,24.392,9,21.0,1
1.979,1.1,0.0,0.574,3.573,1,4.0,0
4.496,13.334,10.67,1.512,29.933,6,29.0,1
1.651,1.823,0.0,0.352,3.926,2,5.0,0
7.335,25.763,33.089,2.167,68.653,5,21.0,1
0.03,1.213,0.0,0.0,1.236,1,0.0,0
5.527,23.516,21.482,0.79,51.263,8,26.0,1
1.665,1.803,0.0,0.772,4.244,1,4.0,0
0.326,0.916,0.0,0.0,1.3,1,1.0,0
1.932,5.864,38.818,0.905,47.147,7,27.0,1
3.663,4.426,0.103,1.419,9.596,3,7.0,0
0.394,0.917,0.0,0.0,1.352,2,3.0,0
1.768,2.963,0.419,0.22,5.329,2,3.0,0
2.303,2.568,0.312,1.457,6.718,2,4.0,0
1.46,4.138,0.218,0.231,6.073,3,7.0,0
2.093,8.601,3.637,0.355,14.401,6,13.0,1
1.665,8.694,6.345,0.229,16.965,4,12.0,1
1.342,8.388,4.775,0.89,15.32,6,13.0,1
4.795,10.942,16.018,2.268,34.04,8,43.0,1
0.241,0.943,0.0,0.0,1.121,2,1.0,0
5.177,24.046,11.637,2.601,43.811,4,36.0,1
0.051,0.075,0.0,0.0,0.113,1,0.0,0
5.033,29.055,16.969,0.28,51.46,3,52.0,1
6.059,15.145,14.002,1.469,36.839,10,28.0,1
0.785,1.107,0.0,0.462,2.342,1,3.0,0
0.873,1.926,0.249,0.335,3.419,1,4.0,0
1.943,3.355,0.159,1.122,6.568,1,4.0,0
1.18,1.794,0.523,0.127,3.598,3,5.0,0
0.202,0.356,0.0,0.0,0.533,2,1.0,0
0.04,0.404,0.192,0.0,0.721,1,2.0,0
3.749,3.297,0.471,1.246,8.732,3,4.0,0
